;;;;;;;;;;;;
;;;;;;;;;;;;
DateTime;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C
01-01-2023 03:1324;10;10;1,3;0;88;16,3;0,2;0,7;1,3;2;0,7;12,2
01-01-2023 04:1324;3;3;1;0;351;12,8;0,2;0,8;2,6;3,4;0,7;11,8
01-01-2023 05:1324;5,4;0;0,5;0;38;12,9;0,2;1,1;4,4;5,5;0,6;12
01-01-2023 06:1324;8,4;4;1,5;0;91;11;0,3;6,3;6,7;13,1;0,8;12,1
01-01-2023 01:1325;8,1;3;0,5;0;346;8,2;0,5;9,8;11;20,7;1;12,5
01-01-2023 02:1325;7,6;4;1,1;0;311;11,6;0,5;7,3;9,8;17,1;0,8;13,6
01-01-2023 03:1325;8,8;6;1,3;0;216;15,3;0,4;6,2;6,6;12,8;0,6;15
01-01-2023 04:1325;21,1;5;1,4;0;225;17,5;0,3;4,7;5,2;9,9;0,7;15,1
01-01-2023 05:1325;17,4;7;1,5;0;225;16,9;0,3;5,5;5,7;11,2;0,7;15,5
01-01-2023 06:1325;15,9;9;2,7;0;201;19,4;0,3;3,8;4;7,8;0,6;16,2
01-01-2023 01:1326;12;4;3,2;0;191;19,3;0,3;4,8;3,3;8;0,7;17,3
01-01-2023 02:1326;10,3;1;2,9;0;182;19,3;0,3;5,2;3;8,2;0,8;17,9
01-01-2023 03:1326;8,8;8;2,3;0;173;19,2;0,3;5,5;4,1;9,6;0,8;18
01-01-2023 04:1326;11;8;0,9;0;218;19,8;0,3;4,6;4,5;9,1;0,7;18,1
01-01-2023 05:1326;10,7;3;0,7;0;291;20,4;0,3;3,8;5,2;9,1;0,7;17,7
01-01-2023 06:1326;11;0;1;0;236;20,2;0,3;2,8;6,1;8,9;0,9;15,3
01-01-2023 01:1327;12;0;0,3;0;132;17,1;0,4;4,9;9,4;14,3;1;13,9
01-01-2023 02:1327;11,8;0;0,3;0;112;11,3;0,6;11,5;16,4;28;1,1;12,8
01-01-2023 03:1327;24,5;4;1,2;0;108;11,7;0,5;11,1;13,4;24,5;1;11,8
01-01-2023 04:1327;20,3;5;0,5;0;68;9,9;0,5;11,3;13,9;25,2;0,8;11,2
01-01-2023 05:1327;21,3;6;0,7;0;130;7,9;0,5;12,2;14,3;26,5;0,9;10,3
01-01-2023 06:1327;58,8;6;0,7;0;67;7,4;0,5;10,9;13,1;24;0,9;9,9
01-01-2023 01:1328;20,6;8;0,9;0;123;12,4;0,3;2,1;7,7;9,8;0,6;10,2
01-01-2023 02:1328;9;9;0,6;0;127;8,6;0,3;3,2;8,7;12;0,8;9
01-01-2023 03:1328;7,6;3;0,4;0;101;12;0,3;1;5,3;6,2;0,8;8,8
01-01-2023 04:1328;6,3;4;0,7;0;114;12,1;0,2;0,9;5;6;0,7;9
01-01-2023 05:1328;6;6;0,9;0;9;6;0,3;5,2;11,4;16,6;0,8;9,6
01-01-2023 06:1328;22,3;4;0,5;0;6;1,1;0,5;26;18,8;44,8;1,4;10,2
01-01-2023 01:1329;25;4;0,6;0;6;2,3;0,9;40,4;21,5;61,9;1,6;11
01-01-2023 02:1329;36,5;10;1,4;0;94;8,9;0,6;18,5;12,4;30,9;1;12
01-01-2023 03:1329;22,8;8;1,1;0;13;14,5;0,4;8,7;7,3;16;0,9;13,6
01-01-2023 04:1329;18,1;2;1,8;0;323;17,7;0,4;6,7;7,7;14,3;0,9;15,7
01-01-2023 05:1329;16;4;2,3;0;351;21,7;0,3;4,6;5,4;10;0,8;16,7
01-01-2023 06:1329;13,3;5;2,1;0;12;20,5;0,4;6,3;6,4;12,7;0,7;16,7
01-01-2023 01:1330;19,4;7;1,9;0;45;20,6;0,3;4,8;4,7;9,5;0,6;16,2
01-01-2023 02:1330;11;11;2,5;0;111;22,1;0,3;2,9;3;5,9;0,8;16,6
01-01-2023 03:1330;9;9;0,9;0;121;23;0,3;3,8;3,5;7,3;0,6;17
01-01-2023 04:1330;8,3;5;1,5;0;105;22,8;0,3;4,6;4,6;9,2;0,8;17,5
01-01-2023 05:1330;12,4;6;1,2;0;28;21,9;0,4;5;7,1;12,1;0,8;18,4
01-01-2023 06:1330;12,5;3;1;0;58;17,2;0,5;7,4;11,9;19,4;1,1;16,3
01-01-2023 01:1331;19,9;0;3,8;0;121;21,7;0,3;3,6;4,3;7,9;0,8;15,1
01-01-2023 02:1331;14,4;3;0,6;0;183;3,9;1;19,6;33,1;52,6;1,4;14,2
01-01-2023 03:1331;67,6;23;1;0;109;4,5;1,3;45,1;29,3;74,4;2;12,5
01-01-2023 04:1331;44,7;19;1,6;0;122;15,9;0,4;6,2;8,3;14,5;0,8;12,7
01-01-2023 05:1331;14,3;12;0,6;0;19;3;0,8;27,3;19,7;46,9;1,1;10,8
01-01-2023 06:1331;35,8;8;0,9;0;122;9,3;0,5;10,7;11,8;22,5;0,9;10,8
01-01-2023 01:1332;15,5;4;0,6;0;79;5,1;0,5;15,1;16,2;31,3;0,9;10
01-01-2023 02:1332;16,6;7;0,7;0;74;7,7;0,3;6;11,8;17,8;0,6;9,3
01-01-2023 03:1332;14,8;8;0,8;0;110;5,4;0,3;3,1;11,5;14,6;0,8;8,4
01-01-2023 04:1332;22,1;5;0,8;0;120;2,5;0,5;7,7;16,2;23,8;0,9;8,1
01-01-2023 05:1332;28,7;9;0,5;0;42;1,9;0,4;20,4;18;38,4;1,2;7,9
01-01-2023 06:1332;31,5;10;0,7;0;14;0,8;0,7;55,2;18,5;73,7;1,9;7,5
01-01-2023 01:1333;32,3;10;0,7;0;9;1,2;1,4;92,1;21,8;114;2,6;8
01-01-2023 02:1333;60,8;21;1,1;0;14;3,3;1,5;82;26;108;2,8;11,5
01-01-2023 03:1333;64,5;17;1,6;0;343;6,2;0,9;56,2;23,3;79,6;7;13,3
01-01-2023 04:1333;76,9;37;1,1;0;332;9,3;0,7;30,5;22,5;53;9,8;15,4
01-01-2023 05:1333;69,9;23;1;0;311;19,2;0,4;10,7;14,1;24,8;4,5;18,1
01-01-2023 06:1333;37,9;11;0,7;0;354;24,7;0,3;4,2;7,1;11,3;1,4;19,5
01-01-2023 01:1334;20,9;10;1,5;0;85;22,4;0,3;4,5;4,6;9,1;1;19,3
01-01-2023 02:1334;16;9;3,1;0;116;24;0,3;3,8;4,1;7,9;1;18,1
01-01-2023 03:1334;21,8;8;1,6;0;150;22,1;0,3;4,6;4,6;9,3;1,1;18,7
01-01-2023 04:1334;22,1;5;2,3;0;148;21,4;0,3;5,5;5,7;11,2;0,8;17,5
01-01-2023 05:1334;16,9;4;2,6;0;143;22,3;0,3;4,6;4,4;9;0,9;17,3
01-01-2023 06:1334;11,5;4;2,9;0;132;20,9;0,3;4,4;5,1;9,5;0,9;15,5
01-01-2023 01:1335;21,4;2;4,1;0;118;23,8;0,3;2,2;3,3;5,5;1;14,2
01-01-2023 02:1335;21,4;4;2,8;0;121;21,9;0,3;2,9;4,8;7,7;0,9;13,6
01-01-2023 03:1335;17,7;8;2,6;0;144;22,9;0,3;2,4;4;6,5;0,8;13,2
01-01-2023 04:1335;17,6;9;1,9;0;149;22,9;0,2;1,5;3,1;4,6;0,7;12,6
01-01-2023 05:1335;22,1;8;2,2;0;139;23;0,2;1,1;2,6;3,7;0,8;12,1
01-01-2023 06:1335;13,8;11;1,9;0;136;21,7;0,2;1,6;4,9;6,5;0,7;11,3
01-01-2023 01:1336;17,4;10;1,8;0;137;21,2;0,2;1,3;3,5;4,8;0,7;10,1
01-01-2023 02:1336;10,8;10;0,2;0;113;15,3;0,2;1,5;7;8,5;0,8;8,7
01-01-2023 03:1336;12;12;0,7;0;94;12;0,2;2,8;8,7;11,5;0,9;7,7
01-01-2023 04:1336;8,4;6;0,5;0;91;11,9;0,2;4,1;9,8;13,8;0,9;6,9
01-01-2023 05:1336;14,7;2;0,8;0;105;7,8;0,3;13,7;14,9;28,6;1,1;6,3
01-01-2023 06:1336;17,1;7;0,5;0;53;1,8;0,8;78,9;24,5;103,4;2,2;6
01-01-2023 01:1337;54,2;23;1,1;0;6;1,9;1,1;83,1;26,2;109,3;3;6,7
01-01-2023 02:1337;57,6;27;1,4;0;1;4,5;1,2;72,9;25,4;98,3;8,6;10,3
01-01-2023 03:1337;71,3;28;2,1;0;344;0;0;0;0;0;0;13,3
01-01-2023 04:1337;59,6;20;1;0;127;0;0;0;0;0;0;17
01-01-2023 05:1337;16,1;9;2;0;139;0;0;0;0;0;0;17,5
01-01-2023 06:1337;10,3;9;1,5;0;101;0;0;0;0;0;1,2;18,8
01-01-2023 01:1338;9,8;9;0,7;0;112;23,6;0,2;3,7;3,7;7,4;0,4;19,8
01-01-2023 02:1338;10,3;8;2,1;0;121;24,3;0,2;3,2;3,1;6,4;0,3;19,6
01-01-2023 03:1338;20,9;8;2,8;0;140;23,9;0,2;4,3;3,9;8,1;0,2;19,1
01-01-2023 04:1338;23,6;7;2;0;149;22,7;0,3;5,6;4,6;10,1;0,3;19,4
01-01-2023 05:1338;24,5;3;3,7;0;137;24,4;0,3;4,1;4,1;8,2;0,6;18
01-01-2023 06:1338;23,5;2;3,9;0;121;24;0,3;3,7;5,2;8,9;0,4;15,7
01-01-2023 01:1339;18,1;4;4,9;0;112;25,2;0,2;2;2,6;4,6;0,5;14,2
01-01-2023 02:1339;26;8;3;0;121;22,3;0,3;2,9;5,4;8,3;0,6;13,2
01-01-2023 03:1339;19,1;8;3,3;0;115;21,2;0,3;4,6;5,5;10,1;0,5;12,7
01-01-2023 04:1339;17,6;6;1,6;0;115;17,3;0,4;8,2;10,3;18,5;0,6;12,4
01-01-2023 05:1339;22,4;7;0,8;0;138;9,1;0,6;14,3;16,6;30,9;0,8;11,2
01-01-2023 06:1339;27;9;0,6;0;60;2,8;0,9;40,9;22,7;63,6;1,2;10,1
01-01-2023 01:1340;43,5;13;0,3;0;205;0,8;0,9;38,8;22,3;61,1;1,3;9,1
01-01-2023 02:1340;35,8;13;0,6;0;110;1,6;0,8;30,2;20,4;50,6;1;8,3
01-01-2023 03:1340;21,1;8;0,7;0;78;1,1;0,7;31,2;20,1;51,4;1,2;7,8
01-01-2023 04:1340;27,9;6;0,7;0;31;1,7;0,6;24,9;19,1;44;1,1;7,4
01-01-2023 05:1340;35,3;9;0,8;0;13;1,2;0,6;29,2;18,5;47,6;1,1;7,3
01-01-2023 06:1340;31,1;9;0,7;0;341;0,8;0,7;45,5;19,2;64,8;1,5;6,9
01-01-2023 01:1341;48,9;11;0,7;0;345;1,5;1,3;100,2;21,6;121,8;2,6;7,1
01-01-2023 02:1341;68,2;32;0,6;0;130;4,2;1,4;86,1;25,4;111,5;2,9;12,2
01-01-2023 03:1341;56,8;24;1;0;206;13,8;0,7;27,7;19,2;46,9;1,5;16,2
01-01-2023 04:1341;34,2;13;1,4;0;149;23,9;0,2;3,6;2,7;6,4;0,6;17,2
01-01-2023 05:1341;16,5;9;1,9;0;183;24,6;0,2;2,7;3,3;6;0,6;19,2
01-01-2023 06:1341;15,5;9;2,5;0;131;24,8;0,3;3,3;3,2;6,5;0,8;19,1
01-01-2023 01:1342;23,1;14;2,7;0;141;26;0,3;3,4;3,6;7,1;0,7;17,5
01-01-2023 02:1342;17;12;2,6;0;151;27,6;0,3;3,3;3,5;6,8;0,6;19
01-01-2023 03:1342;17,6;16;2,6;0;159;28,7;0,3;3,2;3,8;7;0,8;20
01-01-2023 04:1342;17;17;2,3;0;147;29,8;0,3;2,3;2,5;4,8;0,7;19,7
01-01-2023 05:1342;15,5;0;3,9;0;131;31,5;0,3;1,6;2,7;4,2;0,6;17,4
01-01-2023 06:1342;20,4;0;3,8;0;123;29,5;0,3;1,6;3,8;5,5;0,7;14,9
01-01-2023 01:1343;20,8;0;3,5;0;130;28;0,3;2,1;4,3;6,4;0,7;13,7
01-01-2023 02:1343;27,7;4;3;0;121;25,6;0,3;2;5,3;7,2;0,7;13,7
01-01-2023 03:1343;21,4;10;1,9;0;97;23,4;0,3;2,4;6,5;8,9;0,6;13,2
01-01-2023 04:1343;16;13;0,7;0;105;8;0,8;12,6;19,7;32,2;0,8;12,2
01-01-2023 05:1343;45,2;11;0,6;0;44;4;1;25,1;23,3;48,4;1,2;11,2
01-01-2023 06:1343;54,5;16;0,6;0;43;1;1,4;48,3;24,2;72,5;1,7;10,5
01-01-2023 01:1344;51,3;16;0,6;0;13;1;1,2;38,4;24,4;62,8;1,3;10,1
01-01-2023 02:1344;53,4;22;0,6;0;30;0,9;1,2;43,8;23,5;67,3;1,6;9,8
01-01-2023 03:1344;76,9;30;0,9;0;357;0,6;0,9;25,3;24,1;49,4;1,3;10,7
01-01-2023 04:1344;36,7;21;1,1;0;351;0,6;0,7;27,9;20,7;48,5;1,3;10,7
01-01-2023 05:1344;38,4;12;1,2;0;358;0,9;0,7;23,6;19,2;42,7;1,3;10,8
01-01-2023 06:1344;42,1;16;0,5;0;302;1,4;0,5;12,6;18,5;31,1;1,1;10,9
01-01-2023 01:1345;30,9;14;1,2;0;329;5;0,6;8,4;15,1;23,5;1;11,1
01-01-2023 02:1345;30,8;11;2,1;0;129;18,9;0,4;4,3;6,7;11;0,8;12,1
01-01-2023 03:1345;20,6;15;0,4;0;92;27;0,3;2,4;3,8;6,2;0,8;14,9
01-01-2023 04:1345;20,7;6;1;0;324;31;0,3;2;4,3;6,3;0,7;17,8
01-01-2023 05:1345;19,7;10;2,9;0;128;25,4;0,3;1,7;1,8;3,5;0,7;18,1
01-01-2023 06:1345;28,7;12;4,7;0;129;27,6;0,3;1,4;2;3,4;0,7;17,6
01-01-2023 01:1346;21,6;8;5,5;0;126;28,5;0,3;1,5;2,3;3,8;0,8;17,7
01-01-2023 02:1346;19,6;10;5,1;0;132;28,6;0,3;1,7;2,4;4,1;0,8;18,2
01-01-2023 03:1346;15,3;13;4,6;0;131;30,6;0,3;1,4;2,2;3,6;0,6;18,4
01-01-2023 04:1346;16,4;9;4,2;0;135;29,5;0,3;1,4;2,4;3,8;0,5;17,3
01-01-2023 05:1346;10,8;3;3,3;0;128;28,5;0,3;1,4;3,1;4,5;0,8;16,1
01-01-2023 06:1346;12,8;5;3,2;0;127;28,4;0,3;1,2;2,9;4,1;0,8;15
01-01-2023 01:1347;14,3;10;2,5;0;132;26,2;0,3;1,6;3,5;5,1;0,8;14,3
01-01-2023 02:1347;14,7;10;2,9;0;150;25,5;0,3;1,5;3,9;5,4;0,7;13,3
01-01-2023 03:1347;20,6;8;1,2;0;132;24,9;0,3;0,9;3;3,9;0,7;12,9
01-01-2023 04:1347;16,5;6;1,1;0;191;24,7;0,3;0,5;3,4;4;0,8;13,1
01-01-2023 05:1347;10,6;8;1,2;0;116;24;0,3;0,8;3,3;4,2;0,7;12,8
01-01-2023 06:1347;10,6;5;1,5;0;119;22,7;0,3;0,9;3,7;4,6;0,7;12,4
01-01-2023 01:1348;9,6;4;0,7;0;110;13,6;0,3;3,4;9,9;13,3;0,8;11
01-01-2023 02:1348;17,9;4;2,6;0;142;27;0,2;0,4;1,3;1,7;0,7;11,5
01-01-2023 03:1348;9,7;1;1,6;0;122;26,2;0,2;0,7;2;2,8;0,8;11,7
01-01-2023 04:1348;16,5;6;1,8;0;149;24,6;0,2;0,4;2,4;2,7;0,7;12
01-01-2023 05:1348;16;10;0,7;0;97;11,2;0,3;8,8;12,8;21,6;0,9;10,2
01-01-2023 06:1348;33,3;17;1,4;0;174;14,2;0,4;14,9;10,8;25,7;1;10,3
01-01-2023 01:1349;14,8;10;0,3;0;35;9;0,9;29,6;20,4;49,9;1,3;11
01-01-2023 02:1349;37,6;12;0,5;0;16;8,8;1,1;37,6;20,5;58,2;1,5;13,8
01-01-2023 03:1349;45,5;27;0,9;0;120;24,3;0,3;5,4;6,1;11,5;0;14,8
01-01-2023 04:1349;16;11;2,5;0;138;26,2;0,2;0;0;0;0;16,3
01-01-2023 05:1349;20,1;11;2,4;0;164;0;0,2;0;0;0;0,6;17,2
01-01-2023 06:1349;15;15;0;0;0;0;0;0;0;0;0;0
01-01-2023 01:1350;15,2;13;0;0;0;0;0;0;0;0;0;0
01-01-2023 02:1350;18,9;7;3,4;0;138;26,8;0,2;0,9;7,3;8,2;0,9;19,1
01-01-2023 03:1350;0;20;3,9;0;136;26,8;0,2;0,9;7,6;8,5;0,8;19
01-01-2023 04:1350;10;6;4,5;0;122;27,5;0,2;0,8;7,7;8,5;0,7;18,3
01-01-2023 05:1350;18,9;1;4,9;0;126;27,7;0,2;0,8;7,2;8,1;0,8;17,2
01-01-2023 06:1350;11,1;0;4,3;0;107;27,3;0,2;0,7;7,2;7,9;0,6;15,3
01-01-2023 01:1351;15,5;0;4,1;0;127;26,3;0,2;0,7;7,3;8;0,7;14
01-01-2023 02:1351;14;0;4,7;0;122;26,3;0,2;0,7;6;6,7;0,7;13,7
01-01-2023 03:1351;16,7;4;2,7;0;146;25,2;0,2;0,7;7,1;7,8;0,7;13,2
01-01-2023 04:1351;18,4;8;3,1;0;133;25,1;0,2;0,6;7,1;7,8;0,6;12,5
01-01-2023 05:1351;8;8;2,8;0;143;25,2;0,2;0,6;6,2;6,8;0,6;12,1
01-01-2023 06:1351;18,9;10;1,7;0;152;25;0,2;0,5;6,2;6,6;0,6;11,9
01-01-2023 01:1352;13,8;10;1,7;0;140;24,4;0,2;0,4;5,9;6,2;0,7;11,7
01-01-2023 02:1352;19,2;11;0,7;0;87;22,3;0,2;0,5;6,3;6,8;0,7;11,2
01-01-2023 03:1352;12,8;10;0,2;0;56;20,2;0,2;0,5;7,1;7,7;0,7;10,5
01-01-2023 04:1352;17,4;9;1,3;0;132;23,5;0,2;0,5;6,7;7,1;0,6;10,6
01-01-2023 05:1352;12,8;8;0,5;0;332;9,6;0,3;1,4;9,9;11,3;0,8;9,3
01-01-2023 06:1352;20,6;10;0,7;0;332;1,1;0,7;17,7;18,4;36;1,5;8
01-01-2023 01:1353;54,2;22;0,5;0;57;6,5;1,3;81,8;21,8;103,6;2,5;8,8
01-01-2023 02:1353;49,5;31;2,4;0;357;10;0,8;48,5;24,1;72,6;1,6;12,3
01-01-2023 03:1353;52,8;16;1,1;0;355;14,1;0,7;36;24,4;60,5;2;15
01-01-2023 04:1353;42,5;16;0,8;0;173;24,9;0,3;9,4;21,9;31,3;0,9;17,8
01-01-2023 05:1353;6,9;6;0,7;0;28;24,5;0,3;1,4;16,5;17,9;0,8;17,3
01-01-2023 06:1353;10,6;6;0,5;0;266;25,1;0,2;1;13,5;14,5;0,8;19,4
01-01-2023 01:1354;16,5;9;0,8;0;105;25;0,2;0,9;10,9;11,8;0,8;19,6
01-01-2023 02:1354;17;12;2,8;0;147;25,1;0,3;0,9;9,7;10,5;0,7;19,5
01-01-2023 03:1354;16,7;11;4,5;0;145;25,8;0,2;0,8;8,6;9,5;0,7;17,8
01-01-2023 04:1354;17,9;7;4,7;0;138;24,9;0,2;0,9;7,7;8,6;0,7;16,8
01-01-2023 05:1354;22,1;7;4,1;0;113;25,6;0,3;0,9;9;9,9;0,8;16,7
01-01-2023 06:1354;7;7;3,6;0;123;25,1;0,3;0,9;10;10,9;0,7;15,1
01-01-2023 01:1355;7,1;3;2,9;0;122;24,8;0,3;0,7;8,6;9,3;0,9;14,2
01-01-2023 02:1355;11,3;5;4;0;122;25,6;0,2;0,7;9;9,7;0,8;13,2
01-01-2023 03:1355;16;6;4,3;0;118;26,9;0,2;0,5;6,2;6,7;0,7;13
01-01-2023 04:1355;14,8;8;2,6;0;141;24,3;0,2;0,5;8,1;8,6;0,7;12,5
01-01-2023 05:1355;14,8;10;2,6;0;112;25,5;0,2;0,5;6,6;7,1;0,8;11,9
01-01-2023 06:1355;16;5;0,6;0;66;26,1;0,2;0,4;6,3;6,8;0,8;12,1
01-01-2023 01:1356;10,6;4;1,7;0;240;25,6;0,2;0,4;7,2;7,6;0,7;11,8
01-01-2023 02:1356;15;6;0,7;0;302;22,2;0,2;0,5;7,2;7,7;0,7;11,3
01-01-2023 03:1356;9,6;8;0,9;0;100;20,2;0,2;0,6;9;9,6;0,7;10,6
01-01-2023 04:1356;12,1;11;0,5;0;69;15,7;0,3;0,8;11,2;12;0,8;9,8
01-01-2023 05:1356;12,7;7;0,6;0;48;12,1;0,3;1,5;13,3;14,8;0,8;9,2
01-01-2023 06:1356;20,2;6;0,7;0;339;8,4;0,5;5,3;17,6;22,9;0,9;9,7
01-01-2023 01:1357;28,7;10;0,7;0;313;9,4;0,6;14,6;22,9;37,5;1,1;10,9
01-01-2023 02:1357;26,5;8;1,8;0;132;20,5;0,4;11,1;22,7;33,8;0,9;13,3
01-01-2023 03:1357;15;5;4,7;0;139;24,4;0,2;1,3;12;13,3;0,8;14
01-01-2023 04:1357;17;17;4,1;0;139;23,9;0,3;1,1;10,1;11,2;0,8;14,6
01-01-2023 05:1357;17,9;4;3,5;0;141;24,9;0,2;0,8;8,3;9,1;0,7;16,1
01-01-2023 06:1357;10,6;1;3,1;0;152;24,6;0,2;0,9;8,5;9,4;0,6;17,5
01-01-2023 01:1358;10,4;5;3,5;0;139;24,9;0,2;1,1;9,6;10,7;0,7;17,6
01-01-2023 02:1358;12,1;8;2,3;0;97;24,3;0,2;0,9;9,5;10,3;0,7;17,5
01-01-2023 03:1358;17,7;8;3,2;0;94;24,1;0,2;0,9;9,8;10,7;0,2;16,9
01-01-2023 04:1358;20,4;4;4,1;0;105;23,6;0,2;0,9;8,8;9,7;0,8;16,2
01-01-2023 05:1358;6,4;0;1;0;86;21,5;0,3;1,1;11;12,1;0,7;16,2
01-01-2023 06:1358;15,7;0;2,5;0;115;22,5;0,2;0,9;11,6;12,5;0,8;14,1
01-01-2023 01:1359;8,6;0;3,6;0;117;21,8;0,3;0,8;7,9;8,7;0,8;13,8
01-01-2023 02:1359;11,5;2;2,5;0;149;22,4;0,2;0,7;9,5;10,1;0,8;13,3
01-01-2023 03:1359;13,3;2;2,7;0;133;21,6;0,3;0,6;7,8;8,4;0,7;12,5
01-01-2023 04:1359;13,1;3;2,2;0;135;22,9;0,2;0,7;9,5;10,2;0,8;12,2
01-01-2023 05:1359;13,6;5;1,3;0;125;17,2;0,3;0,8;10,3;11;0,8;11,8
01-01-2023 06:1359;13,8;7;0,5;0;74;1,2;0,9;16,2;19,3;35,5;1,3;10,5
01-01-2023 01:1360;37,2;11;0,6;0;56;1;0,9;30,2;23,2;53,4;1,3;10
01-01-2023 02:1360;23,4;9;0,6;0;332;1;0,8;27,9;22,4;50,3;1,3;9,3
01-01-2023 03:1360;27;4;0,3;0;23;1,3;0,6;23,6;21,3;44,8;1,2;8,6
01-01-2023 04:1360;30,2;4;0,6;0;83;2,3;0,4;17,5;19,8;37,3;1;8,2
01-01-2023 05:1360;19,7;7;0,6;0;112;2,1;0,5;13,7;20,7;34,4;1,2;8,2
01-01-2023 06:1360;44,5;11;0,6;0;351;1,1;0,9;46,2;21,3;67,4;2,2;8
01-01-2023 01:1361;59;13;0,2;0;10;1,5;2,1;125,3;23,7;149;3,7;8,3
01-01-2023 02:1361;89;40;0,4;0;39;3,2;1,7;151,3;27,2;178,6;3,4;12,5
01-01-2023 03:1361;68,4;31;0,9;0;355;13,8;0,9;104,9;31,5;136,4;2,2;16,3
01-01-2023 04:1361;37,7;26;1,1;0;315;24,9;0,4;43,3;29,4;72,7;1,2;18,3
01-01-2023 05:1361;36,8;19;0,6;0;57;32,5;0,5;14,7;30,1;44,8;1,1;19,8
01-01-2023 06:1361;35,8;22;0,7;0;44;37,2;0,5;2,9;29,3;32,2;1,1;20,5
01-01-2023 01:1362;42,3;11;1,7;0;123;33,9;0,4;1,2;23,5;24,7;1;21,1
01-01-2023 02:1362;23,4;11;2;0;201;41,2;0,5;0,7;16,5;17,1;1;18,7
01-01-2023 03:1362;78,2;17;2,5;0;229;50,6;0,7;0,6;23;23,6;1,2;18,3
01-01-2023 04:1362;71;37;1,9;0;235;37,9;0,7;0,8;26,8;27,7;1,3;17,5
01-01-2023 05:1362;52;18;0,2;0;121;25,3;0,7;1;30,2;31,3;1,4;15,9
01-01-2023 06:1362;31,4;14;2;0;135;27,7;0,4;0,9;22,2;23,1;1;14,8
01-01-2023 01:1363;19,2;10;2,4;0;134;28,9;0,4;0,7;14,5;15,2;0,7;13,9
01-01-2023 02:1363;0;16;3,7;0;139;29,1;0,3;0,3;5,6;5,9;0,6;13
01-01-2023 03:1363;0;0;1,9;0;197;28,5;0,3;0;0;0;0,7;12,6
01-01-2023 04:1363;32,9;15;0,5;0;252;25,1;0,3;0;0;0;0,9;12,6
01-01-2023 05:1363;21,1;14;0,9;0;218;24,5;0,2;0;0;0;0,7;12,9
01-01-2023 06:1363;17,7;12;2,7;0;134;26,7;0,2;0;0;0;0,9;12,6
01-01-2023 01:1364;16,7;9;2,1;0;120;26,3;0,2;0,5;7,3;7,8;0,6;12,4
01-01-2023 02:1364;17,6;4;0,6;0;147;26,1;0,2;0,5;8,1;8,6;0,7;11,8
01-01-2023 03:1364;17,2;5;1,9;0;119;24,3;0,2;0,5;9,1;9,6;0,8;11,6
01-01-2023 04:1364;20,7;10;1;0;117;23;0,2;0,6;8,8;9,4;0,8;11,7
01-01-2023 05:1364;21,3;9;0,4;0;5;24,9;0,1;0,6;8,9;9,5;0,8;11,4
01-01-2023 06:1364;16,7;10;0,6;0;40;22,2;0,2;0,7;10,3;11;0,8;11
01-01-2023 01:1365;17,7;11;0,7;0;346;20,4;0,2;0,8;12,1;12,8;0,9;11,3
01-01-2023 02:1365;26,5;8;0,6;0;200;26,7;0,2;0,6;10,9;11,5;0,6;12,4
01-01-2023 03:1365;20,6;7;1,5;0;184;27,9;0,2;0,6;9,1;9,7;0,6;14,2
01-01-2023 04:1365;17;8;2,7;0;180;28,5;0,2;0,5;7,7;8,3;0,8;16,3
01-01-2023 05:1365;13,6;8;2,6;0;182;28,1;0,2;0,5;7,4;7,9;0,8;17,5
01-01-2023 06:1365;19,2;4;2,8;0;189;27,5;0,2;0,5;7,1;7,6;0,8;17,2
01-01-2023 01:1366;22,1;2;2,1;0;198;27,1;0,2;0,5;6,6;7,1;0,8;17
01-01-2023 02:1366;20,6;5;1,5;0;112;26,5;0,2;0,6;7,8;8,4;0,8;16,9
01-01-2023 03:1366;14,3;8;0,6;0;170;27,4;0,2;0,5;7,7;8,2;0,9;17,5
01-01-2023 04:1366;13,6;8;1;0;277;26,7;0,2;0,6;8,7;9,2;0,8;18,5
01-01-2023 05:1366;15,2;8;1;0;215;25;0,2;0,6;9,1;9,7;0,7;18,4
01-01-2023 06:1366;10;10;0,5;0;162;24,6;0,2;0,6;9;9,6;0,5;15,9
01-01-2023 01:1367;9,1;0;0,7;0;71;21;0,2;0,7;9,9;10,6;0,9;13,4
01-01-2023 02:1367;20,6;0;2,7;0;125;22,8;0,2;0,8;11;11,9;0,9;12,6
01-01-2023 03:1367;15,7;10;2,5;0;119;23,7;0,2;0,5;8,3;8,8;0,8;12,1
01-01-2023 04:1367;23,9;10;1,8;0;98;17,2;0,3;1;11,1;12,1;0,9;11,5
01-01-2023 05:1367;15,7;8;1,5;0;87;20;0,2;1;13,1;14,1;0,8;11,9
01-01-2023 06:1367;14;7;2,3;0;118;22,7;0,1;0,6;9,6;10,2;0,8;12,1
01-01-2023 01:1368;12,8;9;3,5;0;118;23,1;0,2;0,5;6,8;7,3;0,8;12
01-01-2023 02:1368;16;10;1,7;0;88;22,4;0,2;0,5;7,1;7,6;0,8;11,6
01-01-2023 03:1368;6,9;6;0,8;0;95;18,2;0,2;0,6;8,2;8,8;0,8;11,4
01-01-2023 04:1368;6,1;3;2,4;0;103;20,7;0,2;0,6;8,3;8,9;0,9;11,7
